classe,intensite_moyenne,ecart_type,est_outlier
COVID-19,0.6343771,0.21510419,Non
COVID-19,0.601936,0.12636435,Non
COVID-19,0.386809,0.18470263,Non
COVID-19,0.5442546,0.21025605,Non
COVID-19,0.4777396,0.2170001,Non
COVID-19,0.46701178,0.32508552,Non
COVID-19,0.56150264,0.20159975,Non
COVID-19,0.60381347,0.20790944,Non
COVID-19,0.623856,0.15795276,Non
COVID-19,0.46309674,0.3571625,Oui
COVID-19,0.5932153,0.31696627,Non
COVID-19,0.5851929,0.17904074,Non
COVID-19,0.31095752,0.18253049,Oui
COVID-19,0.43602106,0.15366687,Non
COVID-19,0.5116068,0.28501338,Non
COVID-19,0.50591034,0.23310004,Non
COVID-19,0.51519656,0.22889967,Non
COVID-19,0.55229044,0.22042024,Non
COVID-19,0.33380446,0.20213857,Non
COVID-19,0.6157357,0.30392098,Non
COVID-19,0.6116527,0.27972758,Non
COVID-19,0.702093,0.14510742,Non
COVID-19,0.62970674,0.2014283,Non
COVID-19,0.62693137,0.2378475,Non
COVID-19,0.5374991,0.22629823,Non
COVID-19,0.61945665,0.23189649,Non
COVID-19,0.52336943,0.24440862,Non
COVID-19,0.6767909,0.17354959,Non
COVID-19,0.40037683,0.1761846,Non
COVID-19,0.5284965,0.20982715,Non
COVID-19,0.5883821,0.19803913,Non
COVID-19,0.5350605,0.19296141,Non
COVID-19,0.4771805,0.16865002,Non
COVID-19,0.57416075,0.20552483,Non
COVID-19,0.40340862,0.18355167,Non
COVID-19,0.43690646,0.17993698,Non
COVID-19,0.47685063,0.21053185,Non
COVID-19,0.526662,0.22295761,Non
COVID-19,0.53201663,0.17427485,Non
COVID-19,0.5603901,0.25369462,Non
COVID-19,0.5343729,0.16421895,Non
COVID-19,0.6160391,0.28512648,Non
COVID-19,0.47666466,0.26936886,Non
COVID-19,0.50927687,0.22962809,Non
COVID-19,0.6457248,0.3321147,Non
COVID-19,0.5287655,0.16008897,Non
COVID-19,0.56283444,0.2395028,Non
COVID-19,0.6173671,0.21469173,Non
COVID-19,0.53929985,0.27464125,Non
COVID-19,0.53729695,0.22090249,Non
COVID-19,0.5998862,0.20777577,Non
COVID-19,0.6205832,0.30914715,Non
COVID-19,0.43823117,0.11550951,Non
COVID-19,0.64218795,0.30857077,Non
COVID-19,0.5427662,0.21826649,Non
COVID-19,0.68554103,0.20783973,Non
COVID-19,0.41522056,0.25854227,Non
COVID-19,0.57942533,0.16357292,Non
COVID-19,0.5661441,0.1844177,Non
COVID-19,0.59779704,0.20768228,Non
COVID-19,0.55659723,0.27849215,Non
COVID-19,0.58697987,0.19258219,Non
COVID-19,0.6018917,0.25514844,Non
COVID-19,0.4803945,0.2204062,Non
COVID-19,0.49609196,0.2255646,Non
COVID-19,0.63803333,0.2818446,Non
COVID-19,0.670143,0.27250567,Non
COVID-19,0.5570346,0.18387626,Non
COVID-19,0.5316265,0.21050484,Non
COVID-19,0.38411325,0.07908325,Non
COVID-19,0.55231124,0.19658537,Non
COVID-19,0.56566525,0.23858865,Non
COVID-19,0.5504754,0.26497713,Non
COVID-19,0.6212295,0.2350739,Non
COVID-19,0.6140716,0.22052117,Non
COVID-19,0.37360278,0.17425124,Non
COVID-19,0.6082513,0.28103888,Non
COVID-19,0.46312743,0.15584318,Non
COVID-19,0.66599464,0.29959768,Non
COVID-19,0.5604105,0.31923357,Non
COVID-19,0.56539845,0.27582416,Non
COVID-19,0.45207584,0.16781242,Non
COVID-19,0.5903139,0.1444533,Non
COVID-19,0.5747899,0.18367328,Non
COVID-19,0.60015464,0.13501127,Non
COVID-19,0.61038136,0.1294664,Non
COVID-19,0.5562815,0.21256433,Non
COVID-19,0.5451361,0.34664017,Non
COVID-19,0.5577443,0.30776906,Non
COVID-19,0.5027547,0.26871455,Non
COVID-19,0.6417938,0.24805734,Non
COVID-19,0.7002202,0.23117502,Non
COVID-19,0.5715443,0.1816074,Non
COVID-19,0.5434764,0.22545654,Non
COVID-19,0.6565033,0.27997002,Non
COVID-19,0.6381842,0.18794395,Non
COVID-19,0.61574465,0.16718239,Non
COVID-19,0.51183116,0.25396588,Non
COVID-19,0.4753251,0.094768114,Non
COVID-19,0.37925214,0.16759148,Non
COVID-19,0.52524346,0.24097042,Non
COVID-19,0.7032342,0.24663216,Non
COVID-19,0.43316114,0.17415182,Non
COVID-19,0.68317974,0.2076664,Non
COVID-19,0.49257195,0.34423566,Non
COVID-19,0.5443138,0.21125235,Non
COVID-19,0.6052111,0.13139452,Non
COVID-19,0.6225028,0.23493318,Non
COVID-19,0.51754797,0.27879477,Non
COVID-19,0.37210783,0.1357336,Non
COVID-19,0.649327,0.27428916,Non
COVID-19,0.53888553,0.1583414,Non
COVID-19,0.4518921,0.17394787,Non
COVID-19,0.33545873,0.16517204,Non
COVID-19,0.6226955,0.28652373,Non
COVID-19,0.5721766,0.22070608,Non
COVID-19,0.53588456,0.23659457,Non
COVID-19,0.5801972,0.32319295,Non
COVID-19,0.6254697,0.19511509,Non
COVID-19,0.5221529,0.2212114,Non
COVID-19,0.43558908,0.104679026,Non
COVID-19,0.7358139,0.24233563,Non
COVID-19,0.5870485,0.1993333,Non
COVID-19,0.5868275,0.2137151,Non
COVID-19,0.53239715,0.24517807,Non
COVID-19,0.43585947,0.17061959,Non
COVID-19,0.4577046,0.22635207,Non
COVID-19,0.52853805,0.19385682,Non
COVID-19,0.596729,0.26048875,Non
COVID-19,0.5906252,0.1902743,Non
COVID-19,0.5002659,0.3214137,Non
COVID-19,0.5746681,0.1875688,Non
COVID-19,0.6584852,0.28213465,Non
COVID-19,0.42978248,0.29215157,Non
COVID-19,0.5666909,0.16285597,Non
COVID-19,0.5879294,0.119525425,Non
COVID-19,0.5510987,0.16577008,Non
COVID-19,0.5624166,0.1004031,Non
COVID-19,0.54258484,0.2072437,Non
COVID-19,0.66386324,0.20216395,Non
COVID-19,0.43433166,0.21666001,Non
COVID-19,0.5730557,0.29769093,Non
COVID-19,0.59033847,0.2870321,Non
COVID-19,0.6057132,0.22585443,Non
COVID-19,0.52865165,0.2133389,Non
COVID-19,0.68325377,0.23570947,Non
COVID-19,0.58252746,0.23411149,Non
COVID-19,0.528329,0.19871272,Non
COVID-19,0.51629955,0.3468776,Non
COVID-19,0.5416664,0.24802558,Non
COVID-19,0.5286307,0.2502726,Non
COVID-19,0.602526,0.1284721,Non
COVID-19,0.38099197,0.078352034,Non
COVID-19,0.28080565,0.16171439,Oui
COVID-19,0.65863854,0.22565058,Non
COVID-19,0.53762376,0.36208102,Oui
COVID-19,0.57123524,0.21973263,Non
COVID-19,0.43840253,0.17659642,Non
COVID-19,0.65026224,0.16318063,Non
COVID-19,0.53226465,0.114281796,Non
COVID-19,0.44403142,0.13233796,Non
COVID-19,0.660915,0.17720428,Non
COVID-19,0.36606222,0.2403225,Non
COVID-19,0.4388247,0.27804583,Non
COVID-19,0.34142756,0.15968572,Non
COVID-19,0.6347816,0.11687657,Non
COVID-19,0.6238361,0.20242703,Non
COVID-19,0.42918816,0.24438864,Non
COVID-19,0.5624239,0.16441694,Non
COVID-19,0.39186606,0.2867569,Non
COVID-19,0.6292291,0.29436815,Non
COVID-19,0.58391386,0.18644485,Non
COVID-19,0.55844116,0.17220648,Non
COVID-19,0.55880773,0.21937709,Non
COVID-19,0.5065439,0.18804604,Non
COVID-19,0.7338645,0.22391905,Non
COVID-19,0.5397746,0.20923223,Non
COVID-19,0.6171176,0.29026034,Non
COVID-19,0.53729695,0.22090249,Non
COVID-19,0.66050875,0.1893358,Non
COVID-19,0.39480823,0.18628155,Non
COVID-19,0.75530946,0.17665768,Non
COVID-19,0.6114577,0.19234608,Non
COVID-19,0.665001,0.09273112,Non
COVID-19,0.44012436,0.2799456,Non
COVID-19,0.63925236,0.20223568,Non
COVID-19,0.5580831,0.16222996,Non
COVID-19,0.6165562,0.23546451,Non
COVID-19,0.5859673,0.31379148,Non
COVID-19,0.6389151,0.19596457,Non
COVID-19,0.2577463,0.30004656,Oui
COVID-19,0.58062613,0.15843028,Non
COVID-19,0.5159048,0.22572091,Non
COVID-19,0.55082417,0.24347068,Non
COVID-19,0.39369115,0.18081051,Non
COVID-19,0.5988255,0.18098707,Non
COVID-19,0.5299151,0.17671582,Non
COVID-19,0.53167105,0.19953036,Non
COVID-19,0.5541913,0.21322949,Non
COVID-19,0.5536066,0.17892861,Non
COVID-19,0.5225897,0.2313836,Non
COVID-19,0.7018738,0.17510755,Non
COVID-19,0.5708914,0.19444019,Non
COVID-19,0.4493064,0.21054496,Non
COVID-19,0.51228565,0.23870498,Non
COVID-19,0.59683913,0.22963321,Non
COVID-19,0.5268479,0.22591922,Non
COVID-19,0.49450973,0.2449973,Non
COVID-19,0.5793257,0.20918913,Non
COVID-19,0.4219636,0.21664788,Non
COVID-19,0.52258056,0.22518763,Non
COVID-19,0.6725016,0.22944187,Non
COVID-19,0.5443541,0.24185176,Non
COVID-19,0.6983702,0.22984353,Non
COVID-19,0.5533895,0.3029385,Non
COVID-19,0.60947686,0.16871049,Non
COVID-19,0.56525224,0.14541993,Non
COVID-19,0.28103682,0.18593004,Oui
COVID-19,0.44275555,0.31869823,Non
COVID-19,0.33798993,0.16106965,Non
COVID-19,0.75391173,0.11869774,Non
COVID-19,0.42348126,0.15001447,Non
COVID-19,0.56165236,0.29787624,Non
COVID-19,0.7061995,0.21298602,Non
COVID-19,0.6410112,0.15580462,Non
COVID-19,0.517055,0.23286048,Non
COVID-19,0.59900606,0.18008803,Non
COVID-19,0.496684,0.18296185,Non
COVID-19,0.51589566,0.30845264,Non
COVID-19,0.6828461,0.19185051,Non
COVID-19,0.60528904,0.27705327,Non
COVID-19,0.40735427,0.06876826,Non
COVID-19,0.5462973,0.21256316,Non
COVID-19,0.55269897,0.18795983,Non
COVID-19,0.6820774,0.1388486,Non
COVID-19,0.6240031,0.20275843,Non
COVID-19,0.42551926,0.2393986,Non
COVID-19,0.5990267,0.2860226,Non
COVID-19,0.5004323,0.25320402,Non
COVID-19,0.5903857,0.19591023,Non
COVID-19,0.49926463,0.27376366,Non
COVID-19,0.599084,0.28956836,Non
COVID-19,0.55801445,0.1781974,Non
COVID-19,0.6019928,0.33536726,Non
COVID-19,0.59786797,0.2619439,Non
COVID-19,0.39110655,0.062364243,Oui
COVID-19,0.4365996,0.25709468,Non
COVID-19,0.648172,0.29721922,Non
COVID-19,0.565869,0.2994378,Non
COVID-19,0.3359505,0.22816716,Non
COVID-19,0.3945456,0.16889319,Non
COVID-19,0.566133,0.17923202,Non
COVID-19,0.48731425,0.107649356,Non
COVID-19,0.3977185,0.17542256,Non
COVID-19,0.6190733,0.20540217,Non
COVID-19,0.5921918,0.2214209,Non
COVID-19,0.41685116,0.26801777,Non
COVID-19,0.46173036,0.23745415,Non
COVID-19,0.6034247,0.25345036,Non
COVID-19,0.7001791,0.20104137,Non
COVID-19,0.64493513,0.23339981,Non
COVID-19,0.57368135,0.18530463,Non
COVID-19,0.5067594,0.17655976,Non
COVID-19,0.5723203,0.17616312,Non
COVID-19,0.40030453,0.19593318,Non
COVID-19,0.6145937,0.21010162,Non
COVID-19,0.5900862,0.14189497,Non
COVID-19,0.50012773,0.10983522,Non
COVID-19,0.4889194,0.23589453,Non
COVID-19,0.4159571,0.3548955,Non
COVID-19,0.50449264,0.2267171,Non
COVID-19,0.5381624,0.1637465,Non
COVID-19,0.56387436,0.1914561,Non
COVID-19,0.4568149,0.24396206,Non
COVID-19,0.47194234,0.14864732,Non
COVID-19,0.48931858,0.26806435,Non
COVID-19,0.5320532,0.17454079,Non
COVID-19,0.41241997,0.16845769,Non
COVID-19,0.5843656,0.15619177,Non
COVID-19,0.5429587,0.2030363,Non
COVID-19,0.4508084,0.17101659,Non
COVID-19,0.4787057,0.26636812,Non
COVID-19,0.5350587,0.23695661,Non
COVID-19,0.6206717,0.20892252,Non
COVID-19,0.6584807,0.26274738,Non
COVID-19,0.50218946,0.095991105,Non
COVID-19,0.46005642,0.15114203,Non
COVID-19,0.26987764,0.20637688,Oui
COVID-19,0.54008853,0.20085219,Non
COVID-19,0.5858769,0.19824907,Non
COVID-19,0.67849946,0.29464397,Non
COVID-19,0.65047985,0.20486161,Non
COVID-19,0.61275685,0.32291934,Non
COVID-19,0.47365302,0.07779779,Non
COVID-19,0.7484548,0.18713976,Non
COVID-19,0.56170034,0.21670052,Non
COVID-19,0.44043207,0.34369984,Non
COVID-19,0.74517107,0.16901778,Non
COVID-19,0.3993733,0.26544943,Non
COVID-19,0.5716074,0.19102386,Non
COVID-19,0.6521709,0.29226282,Non
COVID-19,0.6459316,0.31216004,Non
COVID-19,0.535122,0.2210455,Non
COVID-19,0.5741465,0.20646076,Non
COVID-19,0.5636287,0.20588844,Non
COVID-19,0.58186036,0.15619266,Non
COVID-19,0.61321074,0.13352525,Non
COVID-19,0.6191124,0.11804522,Non
COVID-19,0.4831462,0.26733539,Non
COVID-19,0.6397163,0.24405144,Non
COVID-19,0.60405654,0.2760024,Non
COVID-19,0.8074948,0.19985083,Oui
COVID-19,0.3016477,0.16159861,Oui
COVID-19,0.608373,0.2805423,Non
COVID-19,0.5645463,0.17512868,Non
COVID-19,0.6281313,0.20251463,Non
COVID-19,0.6662903,0.19233267,Non
COVID-19,0.67780817,0.14597732,Non
COVID-19,0.52272844,0.23780128,Non
COVID-19,0.49172065,0.23159069,Non
COVID-19,0.437668,0.26362225,Non
COVID-19,0.5859986,0.19935085,Non
COVID-19,0.4529993,0.34765613,Non
COVID-19,0.5009796,0.24214418,Non
COVID-19,0.5766943,0.18693715,Non
COVID-19,0.48748612,0.22710639,Non
COVID-19,0.55136716,0.19686541,Non
COVID-19,0.5741903,0.28954154,Non
COVID-19,0.65585655,0.19948633,Non
COVID-19,0.6005431,0.2920312,Non
COVID-19,0.4318749,0.3276155,Non
COVID-19,0.45478177,0.16319689,Non
COVID-19,0.5292624,0.27606088,Non
COVID-19,0.6243132,0.20438948,Non
COVID-19,0.3058588,0.063969314,Oui
COVID-19,0.5101479,0.18924028,Non
COVID-19,0.6607527,0.19714153,Non
COVID-19,0.26576898,0.16724233,Oui
COVID-19,0.6358386,0.12203119,Non
COVID-19,0.38101608,0.2530969,Non
COVID-19,0.5562552,0.21178278,Non
COVID-19,0.52217937,0.24529202,Non
COVID-19,0.6492785,0.1914826,Non
COVID-19,0.5647219,0.23199074,Non
COVID-19,0.60630983,0.34509686,Non
COVID-19,0.3666,0.19688709,Non
COVID-19,0.31914377,0.15200035,Oui
COVID-19,0.46427298,0.1758023,Non
COVID-19,0.43683738,0.3398036,Non
COVID-19,0.63415635,0.28099108,Non
COVID-19,0.604134,0.31089652,Non
COVID-19,0.61918664,0.20006175,Non
COVID-19,0.5320793,0.20199373,Non
COVID-19,0.45196798,0.2668757,Non
COVID-19,0.52537644,0.27168998,Non
COVID-19,0.74834263,0.2342612,Non
COVID-19,0.66570413,0.27051497,Non
COVID-19,0.6337976,0.18068121,Non
COVID-19,0.29348898,0.170673,Oui
COVID-19,0.6065625,0.23727983,Non
COVID-19,0.537676,0.26489127,Non
COVID-19,0.59529465,0.25985906,Non
COVID-19,0.43149465,0.2964068,Non
COVID-19,0.5440889,0.15969072,Non
COVID-19,0.38484237,0.19373702,Non
COVID-19,0.6443978,0.10293118,Non
COVID-19,0.5079836,0.16137977,Non
COVID-19,0.6706334,0.19380683,Non
COVID-19,0.56929135,0.17284583,Non
COVID-19,0.65144736,0.18652147,Non
COVID-19,0.66064507,0.20309241,Non
COVID-19,0.43265525,0.17384751,Non
COVID-19,0.53582835,0.233662,Non
COVID-19,0.5944526,0.12229152,Non
COVID-19,0.5787556,0.10146962,Non
COVID-19,0.36787593,0.21712674,Non
COVID-19,0.3670227,0.1900922,Non
COVID-19,0.47723892,0.1686736,Non
COVID-19,0.6799071,0.20359072,Non
COVID-19,0.8492621,0.057491425,Oui
COVID-19,0.5440178,0.2200865,Non
COVID-19,0.6214619,0.25485983,Non
COVID-19,0.4445344,0.09664124,Non
COVID-19,0.6076966,0.114619955,Non
COVID-19,0.4522333,0.16540968,Non
COVID-19,0.56755465,0.09216302,Non
COVID-19,0.2577085,0.08456994,Oui
COVID-19,0.67419034,0.23482917,Non
COVID-19,0.5944056,0.13247527,Non
COVID-19,0.6240875,0.18107423,Non
COVID-19,0.47280717,0.19747837,Non
COVID-19,0.543581,0.21372485,Non
COVID-19,0.4490578,0.30299553,Non
COVID-19,0.5266511,0.18974324,Non
COVID-19,0.72531486,0.28354824,Non
COVID-19,0.36773285,0.3178067,Non
COVID-19,0.48667836,0.26692027,Non
COVID-19,0.6395799,0.25609598,Non
COVID-19,0.5805446,0.09065113,Non
COVID-19,0.463548,0.24068846,Non
COVID-19,0.4328714,0.17024775,Non
COVID-19,0.50257,0.1773882,Non
COVID-19,0.62116385,0.19815218,Non
COVID-19,0.60000956,0.23610118,Non
COVID-19,0.36721078,0.16370068,Non
COVID-19,0.62293434,0.1636733,Non
COVID-19,0.51247793,0.24537556,Non
COVID-19,0.35786328,0.18900232,Non
COVID-19,0.52211654,0.19900852,Non
COVID-19,0.32357317,0.32134604,Oui
COVID-19,0.62909967,0.17884445,Non
COVID-19,0.5361575,0.3268133,Non
COVID-19,0.31061247,0.1811368,Oui
COVID-19,0.59122723,0.1589317,Non
COVID-19,0.35409585,0.17161562,Non
COVID-19,0.46928814,0.33017126,Non
COVID-19,0.5631729,0.1807664,Non
COVID-19,0.5349703,0.21526137,Non
COVID-19,0.53464884,0.23661585,Non
COVID-19,0.44578803,0.23766537,Non
COVID-19,0.481799,0.35735488,Oui
COVID-19,0.3782018,0.1783769,Non
COVID-19,0.5957076,0.09174101,Non
COVID-19,0.32486695,0.35940105,Oui
COVID-19,0.53267837,0.11024503,Non
COVID-19,0.5954635,0.16387062,Non
COVID-19,0.5613066,0.16183916,Non
COVID-19,0.6853593,0.19838162,Non
COVID-19,0.5126789,0.24788901,Non
COVID-19,0.57573354,0.17637934,Non
COVID-19,0.4722194,0.08697298,Non
COVID-19,0.5936581,0.29461977,Non
COVID-19,0.5828898,0.1974035,Non
COVID-19,0.37771988,0.24034876,Non
COVID-19,0.7479418,0.15822072,Non
COVID-19,0.49792945,0.21659285,Non
COVID-19,0.40327775,0.1961319,Non
COVID-19,0.48970526,0.23970285,Non
COVID-19,0.22044885,0.09296928,Oui
COVID-19,0.51430196,0.17277077,Non
COVID-19,0.5614975,0.20056954,Non
COVID-19,0.3760917,0.18797526,Non
COVID-19,0.6230016,0.15090829,Non
COVID-19,0.57850075,0.16537592,Non
COVID-19,0.52728206,0.23316191,Non
COVID-19,0.48375592,0.14507845,Non
COVID-19,0.5726792,0.20386642,Non
COVID-19,0.48188657,0.13349585,Non
COVID-19,0.5579419,0.34796876,Non
COVID-19,0.70649064,0.17277478,Non
COVID-19,0.5417969,0.2062533,Non
COVID-19,0.6615792,0.2670528,Non
COVID-19,0.66123235,0.18582465,Non
COVID-19,0.58605766,0.22144163,Non
COVID-19,0.6904072,0.19619691,Non
COVID-19,0.5857374,0.13743073,Non
COVID-19,0.6718969,0.20041156,Non
COVID-19,0.55024314,0.32732946,Non
COVID-19,0.6099821,0.26146418,Non
COVID-19,0.49303237,0.22253937,Non
COVID-19,0.5735951,0.111103885,Non
COVID-19,0.55649626,0.19521482,Non
COVID-19,0.3751318,0.19044442,Non
COVID-19,0.44893217,0.16183075,Non
COVID-19,0.635518,0.22370987,Non
COVID-19,0.589451,0.30370733,Non
COVID-19,0.6076161,0.10902448,Non
COVID-19,0.73068434,0.20519058,Non
COVID-19,0.36395934,0.15830901,Non
COVID-19,0.4370954,0.23565118,Non
COVID-19,0.6600875,0.2873431,Non
COVID-19,0.56520444,0.19085468,Non
COVID-19,0.62091815,0.12059068,Non
COVID-19,0.6094315,0.2739434,Non
COVID-19,0.6791774,0.20992145,Non
COVID-19,0.51699394,0.22921878,Non
COVID-19,0.6435368,0.10843748,Non
COVID-19,0.53654236,0.15387699,Non
COVID-19,0.5747796,0.17795286,Non
COVID-19,0.58674324,0.15599972,Non
COVID-19,0.70196694,0.2406617,Non
COVID-19,0.6310353,0.22165062,Non
COVID-19,0.5446115,0.23187545,Non
COVID-19,0.6303824,0.3032103,Non
COVID-19,0.51626915,0.18168604,Non
COVID-19,0.502655,0.20456108,Non
COVID-19,0.5578957,0.20824158,Non
COVID-19,0.62784976,0.18948501,Non
COVID-19,0.65410537,0.21207894,Non
COVID-19,0.621037,0.1981965,Non
COVID-19,0.5868521,0.3200715,Non
COVID-19,0.39891678,0.20883095,Non
COVID-19,0.60523415,0.13141087,Non
COVID-19,0.5094088,0.21607609,Non
COVID-19,0.5489887,0.25538614,Non
COVID-19,0.73818535,0.22438933,Non
COVID-19,0.5170821,0.16323611,Non
COVID-19,0.5363772,0.27974612,Non
COVID-19,0.7263453,0.27038628,Non
COVID-19,0.6234996,0.101744294,Non
COVID-19,0.5031855,0.24876733,Non
COVID-19,0.46926153,0.21185963,Non
COVID-19,0.49533764,0.20957156,Non
COVID-19,0.27854988,0.14811875,Oui
COVID-19,0.3983911,0.13795486,Non
COVID-19,0.37080008,0.30651164,Non
COVID-19,0.5971535,0.20948634,Non
COVID-19,0.5391338,0.20870209,Non
COVID-19,0.64767236,0.20486927,Non
COVID-19,0.57179326,0.3579578,Oui
COVID-19,0.53003967,0.2906897,Non
COVID-19,0.517967,0.23031066,Non
COVID-19,0.6082468,0.28941426,Non
COVID-19,0.29641303,0.15237959,Oui
COVID-19,0.6327959,0.10162212,Non
COVID-19,0.5182764,0.14171867,Non
COVID-19,0.54559904,0.17185038,Non
COVID-19,0.5950039,0.29381764,Non
COVID-19,0.5296832,0.2323525,Non
COVID-19,0.58737105,0.22093637,Non
COVID-19,0.50326586,0.19274442,Non
COVID-19,0.40656856,0.071733445,Non
COVID-19,0.5637637,0.18449719,Non
COVID-19,0.58629376,0.24663195,Non
COVID-19,0.7062532,0.3304947,Non
COVID-19,0.5907318,0.2357842,Non
COVID-19,0.40564904,0.29469693,Non
COVID-19,0.50567275,0.22392043,Non
COVID-19,0.59492385,0.17355393,Non
COVID-19,0.48543632,0.20375963,Non
COVID-19,0.57410747,0.20305678,Non
COVID-19,0.70604664,0.20871177,Non
COVID-19,0.5557754,0.21018952,Non
COVID-19,0.59695935,0.25835413,Non
COVID-19,0.5716983,0.20393492,Non
COVID-19,0.50700533,0.2584893,Non
COVID-19,0.36511862,0.18607758,Non
COVID-19,0.56298965,0.1722618,Non
COVID-19,0.42594007,0.18281448,Non
COVID-19,0.57073617,0.24956393,Non
COVID-19,0.6701389,0.1074238,Non
COVID-19,0.7598987,0.21397495,Non
COVID-19,0.6845297,0.20125405,Non
COVID-19,0.5767197,0.26922992,Non
COVID-19,0.54854137,0.20139247,Non
COVID-19,0.45068437,0.36700237,Oui
COVID-19,0.63020337,0.2806202,Non
COVID-19,0.55687994,0.22810502,Non
COVID-19,0.4533717,0.17986873,Non
COVID-19,0.7290397,0.19966266,Non
COVID-19,0.74746335,0.20542547,Non
COVID-19,0.41967663,0.1001175,Non
COVID-19,0.5287393,0.27851617,Non
COVID-19,0.6613694,0.19476315,Non
COVID-19,0.58817995,0.23159185,Non
COVID-19,0.5727131,0.16018741,Non
COVID-19,0.47233742,0.23032597,Non
COVID-19,0.56056607,0.19079505,Non
COVID-19,0.5395762,0.1590337,Non
COVID-19,0.5536849,0.2537074,Non
COVID-19,0.59189904,0.2250695,Non
COVID-19,0.5621621,0.12821554,Non
COVID-19,0.6229808,0.123787634,Non
COVID-19,0.61528254,0.19177979,Non
COVID-19,0.5277559,0.23277311,Non
COVID-19,0.5950067,0.18017355,Non
COVID-19,0.46358892,0.2524592,Non
COVID-19,0.6538299,0.25131252,Non
COVID-19,0.6409175,0.15975,Non
COVID-19,0.533985,0.237353,Non
COVID-19,0.6624585,0.19721293,Non
COVID-19,0.55532295,0.19245802,Non
COVID-19,0.60074365,0.23391396,Non
COVID-19,0.50068015,0.2794862,Non
COVID-19,0.648673,0.21745208,Non
COVID-19,0.5754965,0.27197418,Non
COVID-19,0.60032076,0.17012915,Non
COVID-19,0.55320036,0.22631656,Non
COVID-19,0.59263635,0.21412049,Non
COVID-19,0.40703872,0.17808308,Non
COVID-19,0.4355235,0.35851115,Oui
COVID-19,0.53904694,0.24634539,Non
COVID-19,0.63974214,0.18964504,Non
COVID-19,0.57269144,0.21541615,Non
COVID-19,0.5330373,0.23069406,Non
COVID-19,0.6186416,0.28343025,Non
COVID-19,0.4036277,0.0871353,Non
COVID-19,0.3995307,0.27959472,Non
COVID-19,0.5898094,0.2024932,Non
COVID-19,0.5751895,0.20016655,Non
COVID-19,0.41766146,0.1789402,Non
COVID-19,0.56867915,0.26578507,Non
COVID-19,0.68384707,0.15239051,Non
COVID-19,0.45568505,0.29543394,Non
COVID-19,0.3680282,0.19001639,Non
COVID-19,0.5206843,0.22655658,Non
COVID-19,0.6445677,0.13415344,Non
COVID-19,0.6377366,0.22679922,Non
COVID-19,0.2436327,0.16805692,Oui
COVID-19,0.5898361,0.26566845,Non
COVID-19,0.34943756,0.16674423,Non
COVID-19,0.6643557,0.30111545,Non
COVID-19,0.5660844,0.29330602,Non
COVID-19,0.63876516,0.13276155,Non
COVID-19,0.42227724,0.22070222,Non
COVID-19,0.52951163,0.23146161,Non
COVID-19,0.508509,0.24270473,Non
COVID-19,0.50850564,0.24749501,Non
COVID-19,0.4129352,0.16106364,Non
COVID-19,0.5859311,0.15081798,Non
COVID-19,0.61566985,0.13668023,Non
COVID-19,0.58405745,0.20137902,Non
COVID-19,0.5969761,0.16246827,Non
COVID-19,0.5848761,0.31096724,Non
COVID-19,0.645504,0.31864032,Non
COVID-19,0.59226745,0.23532848,Non
COVID-19,0.35905012,0.18725225,Non
COVID-19,0.6436234,0.19287346,Non
COVID-19,0.4895761,0.23493367,Non
COVID-19,0.5999684,0.22456808,Non
COVID-19,0.68833715,0.18435957,Non
COVID-19,0.59957516,0.17090318,Non
COVID-19,0.5932335,0.16879342,Non
COVID-19,0.74813807,0.21606924,Non
COVID-19,0.57522005,0.38061246,Oui
COVID-19,0.5268613,0.11449636,Non
COVID-19,0.5648921,0.19943051,Non
COVID-19,0.5324264,0.2234897,Non
COVID-19,0.67139655,0.09782084,Non
COVID-19,0.65520644,0.2417524,Non
COVID-19,0.6013087,0.1997525,Non
COVID-19,0.49734676,0.3523081,Non
COVID-19,0.6758817,0.28695065,Non
COVID-19,0.6373109,0.20494099,Non
COVID-19,0.52256894,0.17328782,Non
COVID-19,0.34417242,0.117943324,Non
COVID-19,0.42117685,0.1578618,Non
COVID-19,0.30361465,0.2711847,Oui
COVID-19,0.62780017,0.23887254,Non
COVID-19,0.5651298,0.18302484,Non
COVID-19,0.3799297,0.17692006,Non
COVID-19,0.50017524,0.3744288,Oui
COVID-19,0.55101246,0.25236621,Non
COVID-19,0.6696044,0.18951255,Non
COVID-19,0.64202666,0.27334785,Non
COVID-19,0.6431972,0.25843766,Non
COVID-19,0.5033111,0.158037,Non
COVID-19,0.5742243,0.19256896,Non
COVID-19,0.7004503,0.26851168,Non
COVID-19,0.5773716,0.27401945,Non
COVID-19,0.47304097,0.24007934,Non
COVID-19,0.68360513,0.17029741,Non
COVID-19,0.37288877,0.15000036,Non
COVID-19,0.43858093,0.17944221,Non
COVID-19,0.5451022,0.21408474,Non
COVID-19,0.53729695,0.22090249,Non
COVID-19,0.40368244,0.19308752,Non
COVID-19,0.5946503,0.16450642,Non
COVID-19,0.5155058,0.17372118,Non
COVID-19,0.6116491,0.29001263,Non
COVID-19,0.5186117,0.21060936,Non
COVID-19,0.51540947,0.2602019,Non
COVID-19,0.24931574,0.1437337,Oui
COVID-19,0.5547672,0.13313226,Non
COVID-19,0.73696953,0.10625231,Non
COVID-19,0.5542285,0.11432554,Non
